26,82,128,147,56,67,44,61
26,82,128,147,56,67,44,61
82,26,128,147,56,67,44,61
82,26,128,147,56,67,44,61
82,26,128,147,56,67,44,61
82,26,128,147,56,67,44,61
82,26,128,147,56,67,44,61
82,128,26,147,56,165,44,61
82,128,147,26,56,165,44,61
82,128,147,26,56,165,44,61
82,147,128,56,26,165,44,61
82,147,128,26,56,165,44,61
82,128,26,147,56,165,44,61
82,26,128,147,56,165,44,61
82,26,128,147,56,165,44,61
82,26,128,147,56,165,44,61
82,26,128,147,56,165,44,61
82,26,128,56,147,302,44,61
82,26,128,56,147,302,44,61
82,26,128,56,147,302,44,61
26,82,128,56,147,302,44,61
26,82,128,56,147,302,44,61
26,82,128,56,147,302,44,61
26,82,128,56,147,302,44,61
26,82,56,128,147,302,44,61
82,192,56,128,147,302,44,61
82,192,56,128,147,302,44,61
82,192,56,128,147,302,44,61
82,192,56,128,147,302,44,61
82,192,56,128,147,302,44,61
82,192,56,128,147,302,44,61
82,192,56,128,147,302,44,61
82,192,56,128,147,302,67,44
192,82,56,128,147,302,67,44
192,82,56,128,147,302,67,44
192,82,56,128,147,302,67,44
192,82,56,128,147,302,67,44
192,82,56,128,147,302,67,44
192,82,56,128,147,67,302,44
192,82,56,128,147,67,302,44
192,82,56,147,128,67,302,44
192,82,56,147,128,67,302,44
192,82,56,147,128,67,302,44
192,82,56,147,128,67,302,44
192,82,56,147,128,67,302,44
192,82,56,147,128,67,44,61
192,82,56,147,128,67,44,61
192,82,56,147,67,128,44,61
192,82,56,147,67,128,44,61
192,82,56,147,67,128,44,61
192,82,147,56,128,67,44,61
192,82,147,128,56,67,44,61
192,82,128,147,56,67,44,61
192,82,128,147,56,67,44,61
192,82,128,147,56,67,44,61
192,82,128,147,56,67,44,61
192,82,128,147,56,67,44,61
192,82,128,147,56,67,44,61
192,82,128,147,56,67,44,61
